<DATE> <TIME> <OPEN> <HIGH> <LOW> <CLOSE> <VOL>
20180420 000000 1153.6200000 1153.8900000 1139.6000000 1145.8000000 540140572
20180423 000000 1144.8900000 1147.5200000 1122.0100000 1144.6600000 1031321238
20180424 000000 1151.0300000 1161.1400000 1148.7600000 1153.8300000 754472124
20180425 000000 1144.3000000 1149.2900000 1132.6200000 1137.6200000 659445392
20180426 000000 1138.1000000 1149.9700000 1131.0000000 1146.8500000 738279981
20180427 000000 1150.1300000 1167.1700000 1146.2500000 1167.1200000 737527822
20180428 000000 1165.2100000 1165.2100000 1160.0700000 1163.2400000 98420297
20180430 000000 1161.7100000 1169.5100000 1150.8100000 1153.9600000 406366324
20180502 000000 1153.3100000 1154.2100000 1133.4000000 1136.5600000 515448105
20180503 000000 1132.6000000 1150.3600000 1128.2200000 1128.2200000 696581917
20180504 000000 1138.9800000 1150.4400000 1135.8300000 1146.6100000 468195805
20180507 000000 1155.4900000 1161.2500000 1147.6200000 1153.8500000 375608260
20180508 000000 1146.8800000 1146.8800000 1131.7700000 1142.1300000 565739455
20180510 000000 1154.2300000 1182.1400000 1154.0000000 1179.6300000 728433765
20180511 000000 1183.4000000 1200.2100000 1181.5800000 1193.9800000 673890332
20180514 000000 1193.5300000 1203.9900000 1185.9400000 1202.5600000 520070578
20180515 000000 1196.1200000 1197.7300000 1171.4800000 1178.7600000 722963031
20180516 000000 1180.9500000 1190.8700000 1175.9600000 1189.7700000 797178435
20180517 000000 1196.2100000 1196.4500000 1181.6100000 1181.6100000 587502855
20180518 000000 1177.3700000 1185.8200000 1170.9100000 1173.1400000 590981863
20180521 000000 1178.0000000 1193.8300000 1174.8600000 1191.8600000 470705334
20180522 000000 1194.6100000 1202.0400000 1189.6700000 1202.0400000 472296237
20180523 000000 1192.3800000 1193.3300000 1173.7400000 1174.7100000 528186295
20180524 000000 1180.3600000 1184.7800000 1171.7200000 1173.6300000 496465899
20180525 000000 1174.9500000 1184.2600000 1164.6300000 1169.9300000 583099108
20180528 000000 1166.5800000 1170.2700000 1163.9800000 1167.2100000 256996795
20180529 000000 1170.1500000 1171.0500000 1146.3100000 1154.9000000 514970303
20180530 000000 1152.6700000 1168.2700000 1151.1100000 1162.9600000 627600212
20180531 000000 1168.8600000 1175.9400000 1158.1500000 1162.9800000 1164157002
20180601 000000 1159.6300000 1173.5300000 1159.2600000 1164.3700000 501996492
20180604 000000 1166.4700000 1183.0100000 1166.4700000 1179.7800000 432827953
20180605 000000 1179.1900000 1185.2000000 1168.4200000 1172.7700000 624076010
20180606 000000 1175.6900000 1179.2600000 1168.8100000 1177.7300000 468494072
20180607 000000 1183.0300000 1186.6300000 1171.2200000 1171.2200000 421773577
20180608 000000 1167.2600000 1167.4500000 1141.6500000 1142.9000000 737284273
20180609 000000 1146.9700000 1153.1000000 1146.9700000 1149.2700000 61193693
20180611 000000 1150.5100000 1157.7500000 1140.5000000 1142.0200000 298741735
20180613 000000 1141.2700000 1149.8300000 1134.8500000 1147.5700000 549623272
20180614 000000 1142.9400000 1148.8600000 1138.0100000 1140.9700000 490689130
20180615 000000 1134.3900000 1137.6800000 1115.0300000 1117.0400000 875145467
20180618 000000 1114.0100000 1115.0900000 1098.9700000 1100.6300000 557475156
20180619 000000 1099.2100000 1101.3600000 1077.5200000 1096.9200000 654965050
20180620 000000 1103.6900000 1121.9900000 1103.6900000 1119.2100000 655176010
20180621 000000 1116.0300000 1121.0700000 1108.3600000 1110.7900000 669208253
20180622 000000 1114.8000000 1131.7300000 1113.9400000 1125.4100000 740837507
20180625 000000 1119.3600000 1129.5600000 1118.6600000 1120.2300000 521758151
20180626 000000 1126.1100000 1130.4900000 1111.0400000 1113.6000000 444373837
20180627 000000 1119.4200000 1133.6100000 1106.2500000 1124.8400000 607779217
20180628 000000 1123.5400000 1129.7700000 1117.5800000 1125.1300000 525514219
20180629 000000 1134.7200000 1154.1600000 1134.4700000 1154.1600000 691808836
20180702 000000 1151.3100000 1162.5900000 1141.2100000 1151.6600000 602166845
20180703 000000 1151.9100000 1155.8700000 1143.3100000 1147.4700000 422405063
20180704 000000 1148.6100000 1151.9100000 1144.2800000 1147.5300000 293506255
20180705 000000 1144.4500000 1171.6400000 1143.3400000 1171.6400000 613531763
20180706 000000 1169.2500000 1176.6200000 1156.6700000 1173.4700000 548589651
20180709 000000 1176.5200000 1194.7500000 1176.5200000 1193.1700000 522798091
20180710 000000 1194.2900000 1202.4200000 1190.3300000 1202.4200000 587042898
20180711 000000 1202.0800000 1202.0800000 1180.4100000 1186.3600000 625102271
20180712 000000 1176.0400000 1183.4500000 1169.7600000 1177.5000000 511644133
20180713 000000 1177.6600000 1189.3500000 1175.5400000 1189.3500000 473512993
20180716 000000 1179.9200000 1191.7600000 1172.8100000 1180.6400000 509489981
20180717 000000 1175.3500000 1175.3500000 1155.2900000 1165.1400000 576985707
20180718 000000 1155.4400000 1157.2300000 1138.9900000 1144.7200000 572091531
20180719 000000 1148.5100000 1148.5100000 1120.3000000 1124.4300000 726812087
20180720 000000 1122.4600000 1129.9500000 1112.6300000 1114.5900000 765035899
20180723 000000 1116.6700000 1134.3900000 1116.6700000 1129.9200000 441772946
20180724 000000 1131.0300000 1146.2700000 1130.8000000 1143.8100000 445680491
20180725 000000 1125.0500000 1143.3600000 1124.5800000 1141.7000000 564441961
20180726 000000 1147.2500000 1153.1200000 1141.5000000 1148.7900000 529470870
20180727 000000 1147.8600000 1151.7400000 1137.9100000 1151.7400000 426954492
20180730 000000 1147.9200000 1162.4200000 1141.0300000 1162.4200000 437799132
20180731 000000 1159.2300000 1173.0600000 1156.4000000 1173.0600000 565452575
20180801 000000 1168.2400000 1170.0200000 1157.7000000 1160.0900000 421190843
20180802 000000 1155.5000000 1158.3600000 1134.8400000 1140.9600000 505140664
20180803 000000 1140.3200000 1145.0800000 1129.5100000 1145.0800000 577185662
20180806 000000 1142.6700000 1146.5400000 1131.8300000 1138.5700000 459822588
20180807 000000 1138.8800000 1152.1000000 1137.3200000 1147.1600000 523845792
20180808 000000 1145.1900000 1146.5300000 1110.5200000 1113.7800000 871278819
20180809 000000 1096.7200000 1098.8000000 1073.1500000 1097.3300000 1001736074
20180810 000000 1082.2800000 1092.2300000 1056.9300000 1056.9300000 843224170
20180813 000000 1053.6700000 1069.5500000 1039.2900000 1059.7600000 743936039
20180814 000000 1066.9800000 1086.0100000 1065.1900000 1081.5000000 628777357
20180815 000000 1083.3900000 1083.8500000 1047.9500000 1055.2400000 616835641
20180816 000000 1062.7300000 1070.2900000 1058.3900000 1066.5100000 419285474
20180817 000000 1065.7400000 1069.1900000 1048.6700000 1052.7400000 370623186
20180820 000000 1064.8700000 1069.1500000 1061.5600000 1065.3400000 359534930
20180821 000000 1067.6400000 1074.1000000 1056.5200000 1072.1200000 389901110
20180822 000000 1075.2900000 1076.1300000 1055.9300000 1065.3400000 496222409
20180823 000000 1062.2900000 1066.6100000 1042.1100000 1043.9900000 746798884
20180824 000000 1043.5600000 1066.2500000 1040.7300000 1064.4600000 674593542
20180827 000000 1071.6600000 1084.9200000 1068.5800000 1084.1300000 383164092
20180828 000000 1080.1000000 1085.9300000 1075.3000000 1078.2800000 419143847
20180829 000000 1075.3200000 1085.0100000 1070.7900000 1085.0100000 434245651
20180830 000000 1091.9900000 1094.0700000 1072.9500000 1075.5500000 511004019
20180831 000000 1074.8700000 1096.0900000 1069.8600000 1092.2900000 545651531
20180903 000000 1093.2100000 1094.0300000 1082.4000000 1085.1900000 251322882
20180904 000000 1086.3800000 1088.5500000 1074.7300000 1082.2100000 391141885
20180905 000000 1078.9900000 1079.8200000 1068.8800000 1068.8800000 384432557
20180906 000000 1071.2900000 1079.4500000 1053.3900000 1054.3600000 431501539
20180907 000000 1056.0500000 1063.1900000 1048.8600000 1050.5100000 475289293
20180910 000000 1048.2900000 1052.5400000 1040.3000000 1043.4600000 494515881
20180911 000000 1041.8500000 1056.6400000 1040.8900000 1055.9000000 636037274
20180912 000000 1061.7000000 1074.7900000 1056.5500000 1071.3200000 588542407
20180913 000000 1067.8500000 1098.4400000 1067.8500000 1084.5400000 869450316
20180914 000000 1088.9400000 1097.3600000 1080.8000000 1094.7300000 629589164
20180917 000000 1093.1300000 1099.7400000 1086.3400000 1099.5000000 497865978
20180918 000000 1098.9700000 1123.0300000 1098.9700000 1123.0300000 628172672
20180919 000000 1124.8000000 1136.7800000 1122.4900000 1134.1000000 618405122
20180920 000000 1133.0300000 1156.2200000 1133.0300000 1140.6500000 1191671926
20180921 000000 1141.4500000 1149.5300000 1136.1700000 1149.5300000 1011828969
20180924 000000 1150.9300000 1163.8500000 1150.7500000 1162.9800000 585095110
20180925 000000 1164.7700000 1170.4500000 1156.5900000 1169.0400000 635469655
20180926 000000 1169.4700000 1174.1500000 1156.1300000 1160.7800000 566819907
20180927 000000 1160.4100000 1187.8800000 1158.7600000 1187.8800000 922288889
20180928 000000 1183.9800000 1192.0400000 1175.1100000 1192.0400000 800689859
20181001 000000 1192.4600000 1199.1800000 1180.9600000 1191.2800000 532444479
20181002 000000 1201.3500000 1202.1600000 1175.7300000 1181.6100000 566520693
20181003 000000 1179.2000000 1200.1400000 1179.2000000 1196.0300000 763509234
20181004 000000 1192.2100000 1192.2100000 1159.3200000 1160.7600000 745232985
20181005 000000 1155.5900000 1168.2900000 1151.7800000 1159.3300000 661479515
20181008 000000 1159.2000000 1165.3500000 1147.4600000 1158.2500000 533667475
20181009 000000 1163.9300000 1175.9800000 1156.3800000 1159.4700000 656976664
20181010 000000 1162.7900000 1169.8500000 1139.2500000 1143.3500000 639600002
20181011 000000 1123.6600000 1132.3600000 1112.4900000 1124.0800000 916820482
20181012 000000 1128.6800000 1149.4300000 1128.6800000 1141.3500000 546311106
20181015 000000 1146.1400000 1155.8900000 1139.6600000 1146.7200000 431199627
20181016 000000 1145.5300000 1166.6500000 1144.3000000 1165.8700000 517118368
20181017 000000 1168.5300000 1173.8400000 1153.9400000 1162.7900000 551678849
20181018 000000 1158.6900000 1158.6900000 1137.6500000 1140.1700000 470204797
20181019 000000 1139.8700000 1141.9000000 1124.7800000 1126.9700000 732877345
20181022 000000 1130.5100000 1140.5400000 1116.3000000 1116.5600000 687232270
20181023 000000 1111.7600000 1118.8900000 1103.1700000 1106.8200000 810589265
20181024 000000 1111.4200000 1134.1200000 1108.3700000 1125.0800000 1214614396
20181025 000000 1112.2200000 1122.1100000 1105.3300000 1120.6900000 714461163
20181026 000000 1116.8300000 1116.8300000 1087.7400000 1098.3100000 643958154
20181029 000000 1098.2400000 1115.7000000 1092.7100000 1112.6100000 471448704
20181030 000000 1104.4800000 1111.0500000 1094.5400000 1105.3300000 506238578
20181031 000000 1111.3000000 1126.2100000 1111.3000000 1126.2100000 615940596
20181101 000000 1125.1400000 1135.7200000 1119.4900000 1131.3800000 617754776
20181102 000000 1133.2400000 1142.7700000 1130.5100000 1134.8000000 608657003
20181106 000000 1133.1800000 1154.9800000 1133.1800000 1151.1400000 576075993
20181107 000000 1148.7400000 1164.8400000 1140.0100000 1164.2700000 740926291
20181108 000000 1161.9900000 1168.5500000 1152.6400000 1155.2700000 659033396
20181109 000000 1145.0700000 1145.0700000 1113.5200000 1121.3800000 721504166
20181112 000000 1114.8700000 1130.9700000 1113.9800000 1114.7500000 507739258
20181113 000000 1107.8700000 1117.6600000 1100.0500000 1100.0500000 654415087
20181114 000000 1094.4800000 1117.2600000 1088.1300000 1117.2600000 738608347
20181115 000000 1120.5000000 1134.7900000 1119.9400000 1131.1300000 540527568
20181116 000000 1140.9100000 1145.8000000 1130.4600000 1134.9300000 518674997
20181119 000000 1134.0500000 1143.1100000 1131.0800000 1135.7100000 468171440
20181120 000000 1138.9500000 1138.9500000 1107.4300000 1116.8500000 561225574
20181121 000000 1112.3800000 1131.0200000 1112.3800000 1127.4200000 529044274
20181122 000000 1131.5000000 1140.7200000 1127.0200000 1138.3800000 402973680
20181123 000000 1135.0200000 1135.3500000 1110.3600000 1113.5200000 521746742
20181126 000000 1116.7500000 1116.9000000 1072.6900000 1084.1700000 816030174
20181127 000000 1085.1200000 1101.9600000 1085.1200000 1098.5900000 634083230
20181128 000000 1099.7500000 1116.2300000 1096.2800000 1113.4600000 683374922
20181129 000000 1128.7000000 1146.2200000 1124.7300000 1141.3000000 761259886
20181130 000000 1139.1100000 1139.7100000 1119.5000000 1126.1400000 892174700
20181203 000000 1138.5700000 1162.7200000 1138.5700000 1154.1800000 792246825
20181204 000000 1155.9000000 1160.5000000 1150.1600000 1155.8800000 610014255
20181205 000000 1142.9300000 1153.0000000 1135.7500000 1153.0000000 510078344
20181206 000000 1154.1300000 1154.1300000 1121.5700000 1134.0700000 601379496
20181207 000000 1138.1400000 1163.6100000 1134.7300000 1157.9400000 646392126
20181210 000000 1148.0300000 1156.6300000 1135.3900000 1136.5000000 504645217
20181211 000000 1133.2000000 1143.1500000 1127.7200000 1134.7100000 530592322
20181212 000000 1135.2400000 1136.9700000 1122.1800000 1125.7800000 515977020
20181213 000000 1123.6000000 1131.4100000 1120.9500000 1129.3500000 487168013
20181214 000000 1129.0800000 1129.0800000 1111.7900000 1116.5000000 474413760
20181217 000000 1115.5400000 1126.9300000 1111.0100000 1113.4400000 446700910
20181218 000000 1104.6200000 1107.9900000 1095.4800000 1106.0500000 670085727
20181219 000000 1095.6800000 1103.4900000 1089.1000000 1099.6300000 544360645
20181220 000000 1096.7100000 1097.6300000 1081.2800000 1083.4700000 707746250
20181221 000000 1082.4300000 1089.8800000 1070.9800000 1077.1700000 649281483
20181224 000000 1071.6000000 1080.1600000 1066.3600000 1070.0900000 284810152
20181225 000000 1059.5300000 1059.5300000 1033.3100000 1048.7100000 272155847
20181226 000000 1053.6200000 1056.2600000 1045.3000000 1053.1700000 217695996
20181227 000000 1062.3100000 1073.7600000 1052.6800000 1056.6100000 408111431
20181228 000000 1058.2000000 1076.8100000 1058.1600000 1066.1300000 341772733
20181229 000000 1069.6200000 1074.1900000 1065.6000000 1067.5700000 77087734
20190103 000000 1068.7800000 1093.2200000 1063.6300000 1086.8000000 338057305
20190104 000000 1091.8100000 1118.0300000 1091.8100000 1118.0300000 296751530
20190108 000000 1115.1100000 1127.7000000 1114.3800000 1122.9000000 404190676
20190109 000000 1127.8000000 1137.1500000 1124.4200000 1135.5100000 545866596
20190110 000000 1137.5300000 1142.3200000 1129.1500000 1142.3200000 515316947
20190111 000000 1147.1700000 1153.3100000 1140.3900000 1148.7500000 545004062
20190114 000000 1146.3700000 1147.4600000 1132.2800000 1147.1600000 376581089
20190115 000000 1146.9700000 1155.0300000 1139.1600000 1148.0300000 503673252
20190116 000000 1148.1500000 1155.0900000 1146.2000000 1152.9900000 495890011
20190117 000000 1157.1400000 1157.8900000 1148.2500000 1157.0600000 560245691
20190118 000000 1164.9500000 1176.4200000 1163.3800000 1176.4200000 610904337
20190121 000000 1176.8000000 1178.4400000 1171.0900000 1171.0900000 417120797
20190122 000000 1170.3200000 1170.3200000 1161.9100000 1169.7900000 507969412
20190123 000000 1168.4300000 1186.6100000 1167.8600000 1186.5100000 598473615
20190124 000000 1185.9300000 1191.5000000 1179.7400000 1188.1500000 752385685
20190125 000000 1191.1700000 1193.2900000 1181.7900000 1192.0200000 559354904
20190128 000000 1193.1500000 1196.7800000 1175.1200000 1178.9100000 507310910
20190129 000000 1177.6200000 1192.7900000 1169.0600000 1191.3800000 548424574
20190130 000000 1190.8300000 1200.0900000 1187.6600000 1198.9900000 570118425
20190131 000000 1210.8900000 1224.5500000 1210.8900000 1214.4500000 755783751
20190201 000000 1213.0200000 1218.4100000 1205.1100000 1211.2300000 537248831
20190204 000000 1213.3600000 1219.0900000 1209.2000000 1211.1500000 408491126
20190205 000000 1213.9000000 1226.5600000 1212.3300000 1223.4800000 486585243
20190206 000000 1222.9400000 1225.0800000 1214.5600000 1215.8300000 442319526
20190207 000000 1213.5100000 1213.5100000 1197.0600000 1200.1400000 578259102
20190208 000000 1196.1400000 1201.4100000 1189.5700000 1199.6500000 451201086
20190211 000000 1198.8100000 1209.8100000 1198.8100000 1201.3300000 447689908
20190212 000000 1202.6800000 1218.8300000 1202.6800000 1215.4700000 541865970
20190213 000000 1212.0000000 1215.4800000 1190.6000000 1190.7900000 731808348
20190214 000000 1165.3600000 1174.1900000 1151.9500000 1156.3100000 1007721433
20190215 000000 1166.6300000 1178.0000000 1166.6300000 1177.5000000 620885197
20190218 000000 1182.8500000 1186.6600000 1167.5400000 1177.0400000 517832900
20190219 000000 1174.8300000 1180.0100000 1164.8900000 1173.6400000 495894355
20190220 000000 1181.0500000 1194.8500000 1179.6100000 1194.4000000 564281692
20190221 000000 1194.9700000 1199.7100000 1184.5000000 1188.6000000 521669767
20190222 000000 1186.9700000 1198.4000000 1186.1400000 1198.4000000 407718158
20190225 000000 1200.5900000 1210.8800000 1195.1200000 1201.5700000 547860453
20190226 000000 1194.5700000 1195.7800000 1186.2800000 1193.0700000 473584371
20190227 000000 1198.6600000 1199.7700000 1183.3800000 1191.0100000 492169478
20190228 000000 1192.0900000 1192.3400000 1181.1400000 1188.2800000 602938522
20190301 000000 1189.8400000 1194.4700000 1184.4600000 1187.3500000 444707251
20190304 000000 1184.3400000 1190.2800000 1182.7200000 1185.8300000 372285854
20190305 000000 1181.4100000 1185.6500000 1177.3700000 1180.1500000 449035623
20190306 000000 1183.5500000 1193.9100000 1183.5500000 1191.5100000 510128008
20190307 000000 1189.8100000 1190.9400000 1177.5300000 1179.5800000 467540857
20190311 000000 1176.0300000 1179.6200000 1173.0500000 1176.7100000 494636704
20190312 000000 1179.4500000 1188.3700000 1178.7800000 1183.3400000 438209522
20190313 000000 1180.9700000 1189.1400000 1177.8400000 1189.1400000 669399027
20190314 000000 1189.5800000 1193.2100000 1179.6700000 1181.9600000 511613130
20190315 000000 1182.7800000 1196.7500000 1182.7800000 1196.7500000 704938269
20190318 000000 1204.0500000 1218.3500000 1201.7700000 1213.3500000 505884150
20190319 000000 1216.2600000 1223.3300000 1214.4000000 1219.7800000 489836895
20190320 000000 1220.0500000 1227.3300000 1216.7100000 1226.2600000 552098564
20190321 000000 1235.7900000 1243.7000000 1234.0200000 1237.6800000 768708627
20190322 000000 1237.0000000 1240.1400000 1209.1400000 1213.4000000 517445089
20190325 000000 1212.0700000 1229.9300000 1205.1900000 1228.3400000 708616496
20190326 000000 1228.3200000 1236.1900000 1223.8000000 1229.9600000 619449173
20190327 000000 1228.4500000 1229.4300000 1207.2300000 1207.2300000 604505935
20190328 000000 1208.8400000 1212.6400000 1203.3800000 1207.3100000 474939048
20190329 000000 1210.1100000 1220.2200000 1194.9200000 1198.1100000 721742447
20190401 000000 1200.8100000 1217.6800000 1200.0400000 1214.2900000 539107232
20190402 000000 1219.4300000 1222.3400000 1211.0200000 1216.2000000 511197636
20190403 000000 1220.9900000 1232.6400000 1220.9900000 1224.3500000 728214777
20190404 000000 1222.0000000 1224.0000000 1214.7000000 1219.9400000 525352935
20190405 000000 1220.5700000 1229.3100000 1219.8700000 1225.8400000 559905477
20190408 000000 1225.7400000 1240.1600000 1225.7400000 1240.1600000 593469597
20190409 000000 1244.3200000 1252.8800000 1242.9700000 1248.3800000 862195352
20190410 000000 1248.1600000 1263.6100000 1245.1500000 1262.4800000 1001030187
20190411 000000 1263.1600000 1266.0800000 1245.1700000 1245.1700000 822743806
20190412 000000 1243.7400000 1260.4900000 1243.6000000 1253.4400000 711748111
20190415 000000 1255.6500000 1260.4600000 1242.7700000 1246.9900000 463488025
20190416 000000 1248.5600000 1258.5300000 1244.7300000 1255.4500000 727506944
20190417 000000 1259.7500000 1269.8600000 1259.7500000 1265.5100000 616449620
20190418 000000 1266.1600000 1266.4800000 1254.2800000 1262.2800000 463746966
20190419 000000 1263.0500000 1265.6000000 1259.2800000 1260.8200000 136211620
20190422 000000 1266.2200000 1276.9800000 1266.2200000 1275.5900000 329550981
20190423 000000 1277.5300000 1284.9100000 1271.5800000 1277.7100000 591188101
20190424 000000 1278.9500000 1279.0900000 1257.9400000 1263.9700000 539700730
20190425 000000 1261.8200000 1263.2000000 1244.8000000 1245.9800000 752145316
20190426 000000 1247.1800000 1248.2900000 1239.9700000 1247.0100000 696691403
20190429 000000 1248.3000000 1255.5500000 1247.2100000 1254.9600000 461076387
20190430 000000 1255.6300000 1255.6300000 1244.8600000 1248.3900000 654212300
20190502 000000 1248.5200000 1249.4100000 1236.9400000 1238.0500000 405398227
20190503 000000 1242.3800000 1250.7900000 1239.3800000 1248.3900000 458319884
20190506 000000 1243.4400000 1245.5900000 1228.1500000 1245.5900000 401185206
20190507 000000 1245.2300000 1247.9500000 1234.9300000 1237.8600000 554127655
20190508 000000 1235.2000000 1239.8600000 1229.0100000 1233.0500000 487409950
20190510 000000 1228.8200000 1229.6900000 1210.6700000 1213.7900000 501054374
20190513 000000 1216.0000000 1221.5300000 1206.9600000 1207.5700000 526140494
20190514 000000 1210.2700000 1243.9600000 1208.9700000 1241.5100000 1265188245
20190515 000000 1247.2500000 1251.4100000 1239.0200000 1247.0200000 1027695304
20190516 000000 1243.6900000 1266.6300000 1243.6300000 1261.3300000 958743088
20190517 000000 1256.1000000 1259.3100000 1252.0200000 1254.6800000 659239156
20190520 000000 1255.8300000 1263.7200000 1252.2900000 1256.2200000 531150061
20190521 000000 1259.1400000 1281.1200000 1256.1000000 1279.1200000 876520342
20190522 000000 1281.5800000 1296.8500000 1276.2000000 1292.7900000 705378305
20190523 000000 1285.8900000 1287.1200000 1269.5000000 1275.4200000 771228773
20190524 000000 1274.0800000 1290.8000000 1274.0800000 1279.1100000 772006628
20190527 000000 1281.7900000 1288.1200000 1279.1200000 1288.1200000 366466555
20190528 000000 1288.3900000 1289.6100000 1264.8600000 1271.1500000 1530601059
20190529 000000 1267.2600000 1277.7700000 1262.1300000 1275.9200000 755615732
20190530 000000 1283.6700000 1291.1100000 1280.6900000 1286.5200000 726921135
20190531 000000 1278.2300000 1288.3100000 1268.2900000 1287.0900000 687080283
20190603 000000 1278.7300000 1323.0600000 1273.6200000 1315.2200000 1504841125
20190604 000000 1314.4000000 1321.3900000 1299.0600000 1307.5500000 1084272468
20190605 000000 1309.9600000 1314.2900000 1300.1100000 1303.3500000 694807836
20190606 000000 1301.7400000 1321.2300000 1301.0500000 1319.8500000 782381097
20190607 000000 1326.7400000 1330.4100000 1320.4800000 1325.9500000 836510582
20190610 000000 1329.0100000 1337.6300000 1326.9400000 1335.7100000 721148864
20190611 000000 1322.7600000 1347.8300000 1322.4200000 1343.3300000 973394223
20190613 000000 1339.9200000 1346.9800000 1332.7200000 1346.9800000 935530769
20190614 000000 1344.5400000 1356.0600000 1341.0500000 1341.0500000 709576052
20190617 000000 1339.7800000 1351.0400000 1336.3200000 1340.9000000 683150689
20190618 000000 1337.8600000 1359.6300000 1334.5600000 1359.2300000 723155321
20190619 000000 1365.0500000 1366.4900000 1353.8700000 1361.1400000 625041530
20190620 000000 1362.5200000 1391.7200000 1362.5200000 1391.2100000 1135245784
20190621 000000 1390.8600000 1390.8600000 1365.4800000 1375.0200000 985072956
20190624 000000 1381.9700000 1389.5200000 1380.9200000 1387.0600000 489150468
20190625 000000 1389.4100000 1392.9000000 1373.1500000 1380.8700000 554226243
20190626 000000 1380.5500000 1388.9300000 1376.8900000 1386.6300000 617646827
20190627 000000 1386.3800000 1396.1900000 1380.8800000 1388.0700000 602862302
20190628 000000 1387.7700000 1393.6300000 1380.0600000 1380.5200000 663520552
20190701 000000 1387.8700000 1409.7600000 1387.2300000 1401.6400000 880456400
20190702 000000 1402.2600000 1405.4000000 1391.0800000 1398.2600000 589663782
20190703 000000 1397.3800000 1402.4500000 1389.4700000 1401.5200000 717578668
20190704 000000 1402.9100000 1411.5300000 1399.2200000 1411.5300000 741294145
20190705 000000 1411.9500000 1412.9700000 1397.2900000 1398.7500000 694508226
20190708 000000 1390.6500000 1399.5500000 1384.0500000 1399.5500000 640036655
20190709 000000 1395.3100000 1399.1600000 1390.7000000 1394.8600000 556431661
20190710 000000 1392.0000000 1409.4300000 1386.1500000 1407.6400000 736587419
20190711 000000 1410.2400000 1413.8200000 1391.5500000 1398.8800000 709476458
20190712 000000 1397.9800000 1398.5500000 1379.5000000 1387.8700000 610670225
20190715 000000 1392.9200000 1396.6700000 1385.3000000 1386.5200000 624520425
20190716 000000 1384.5300000 1385.1800000 1372.7600000 1382.0900000 661017302
20190717 000000 1357.0900000 1367.0400000 1354.1100000 1361.5800000 650891990
20190718 000000 1354.3000000 1359.4300000 1348.9500000 1349.7600000 485308132
20190719 000000 1359.4400000 1365.8800000 1350.3300000 1350.6900000 510490947
20190722 000000 1349.1200000 1353.4100000 1341.1700000 1341.1700000 553707459
20190723 000000 1341.5400000 1351.0800000 1338.9400000 1345.4800000 541204580
20190724 000000 1350.0100000 1351.3100000 1336.9400000 1339.6200000 538480894
20190725 000000 1332.1100000 1362.3000000 1326.4800000 1346.9100000 1096749334
20190726 000000 1343.7100000 1361.9400000 1342.5300000 1348.3000000 1167348390
20190729 000000 1350.1100000 1355.5800000 1346.2600000 1353.6100000 542691655
20190730 000000 1355.9100000 1358.0900000 1349.0000000 1352.8900000 615881288
20190731 000000 1358.0700000 1364.8400000 1352.6800000 1360.0400000 728614798
20190801 000000 1350.4600000 1352.7200000 1339.5400000 1346.4000000 639846749
20190802 000000 1325.4800000 1325.4800000 1290.1200000 1293.1900000 1036156974
20190805 000000 1287.1100000 1295.0100000 1279.2900000 1282.2900000 806522612
20190806 000000 1276.2200000 1300.7700000 1276.1000000 1294.5000000 730845409
20190807 000000 1294.9400000 1306.5300000 1280.4200000 1284.9100000 751109249
20190808 000000 1299.6200000 1308.8000000 1299.6200000 1303.8000000 611330553
20190809 000000 1306.0500000 1307.7300000 1289.0800000 1289.4700000 500798496
20190812 000000 1296.6900000 1302.0400000 1287.4700000 1294.1200000 436152457
20190813 000000 1294.9500000 1306.4600000 1277.6800000 1297.8500000 700324807
20190814 000000 1302.8800000 1304.4700000 1255.7900000 1259.6800000 712805214
20190815 000000 1260.7600000 1268.7300000 1241.1200000 1250.1300000 739811732
20190816 000000 1257.3000000 1261.0900000 1239.8100000 1239.8100000 563652836
20190819 000000 1244.4000000 1253.3400000 1233.1900000 1247.5300000 622870495
20190820 000000 1248.3900000 1265.2200000 1245.8500000 1264.5900000 630128531
20190821 000000 1267.5400000 1281.8000000 1262.7400000 1280.1900000 543733668
20190822 000000 1280.8700000 1288.2800000 1276.1700000 1282.6300000 579230608
20190823 000000 1286.4500000 1288.4900000 1267.6200000 1268.4500000 597722206
20190826 000000 1264.6800000 1276.2400000 1260.4500000 1268.2500000 383130121
20190827 000000 1268.8600000 1269.9800000 1248.3200000 1258.6000000 1030263583
20190828 000000 1260.4500000 1267.4100000 1250.8700000 1266.7100000 656777034
20190829 000000 1264.1800000 1284.9400000 1261.9700000 1284.9400000 708742496
20190830 000000 1285.5500000 1297.6800000 1284.8500000 1293.3200000 822033818
20190902 000000 1293.9000000 1310.6300000 1292.8600000 1309.2200000 675132893
20190903 000000 1306.7600000 1307.2800000 1297.7400000 1303.4900000 1035093582
20190904 000000 1315.8400000 1332.7300000 1315.8400000 1330.7700000 1026327540
20190905 000000 1332.3600000 1344.7500000 1332.3600000 1337.9200000 939551697
20190906 000000 1334.5700000 1342.5000000 1328.0200000 1340.5200000 645987418
20190909 000000 1343.1600000 1349.9000000 1336.7300000 1340.1400000 460570555
20190910 000000 1338.6500000 1343.9500000 1330.3800000 1343.9500000 709213646
20190911 000000 1342.5500000 1358.6700000 1339.1100000 1354.6800000 734707337
20190912 000000 1354.5600000 1364.7600000 1349.5900000 1361.0500000 876560496
20190913 000000 1360.9700000 1370.7700000 1359.4600000 1368.9300000 640645503
